zipcode,number_of_returns,income
56481,80,10935
56481,**,**
,,
56482,"3,000","142,286"
56482,1240,15191
56482,800,29078
56482,430,26678
56482,270,23838
56482,210,26662
56482,50,20839
,,
56484,"1,890","117,902"
56484,730,8967
56484,460,16880
56484,250,15956
56484,180,15897
56484,200,27181
56484,70,33021
,,
56501,"7,840","478,898"
56501,2770,34171
56501,1920,70318
56501,1200,75613
56501,800,70629
56501,900,120651
56501,250,107516
,,
56510,"1,110","62,867"
56510,400,5301
56510,260,9922
56510,180,11532
56510,110,9952
56510,140,19430
56510,20,6730
,,
56511,930,"57,345"
56511,300,3822
56511,210,7816
56511,160,10146
56511,110,9196
56511,120,16885
56511,30,9480
,,
56514,"1,790","109,527"
56514,550,6728
56514,410,15640
56514,270,17254
56514,260,22904
56514,270,35588
56514,30,11413
,,
56515,"1,430","89,164"
56515,470,5552
56515,320,12061
56515,210,13231
56515,180,15804
56515,200,26986
56515,50,15530
,,
56516,120,"5,658"
56516,40,493
56516,40,1273
56516,40,3892
56516,**,**
56516,**,**
56516,**,**
,,
56517,120,"6,545"
56517,40,503
56517,20,824
56517,30,2016
56517,30,3202
56517,**,**
56517,**,**
,,
56518,170,"7,298"
56518,60,802
56518,50,2009
56518,30,1743
56518,30,2744
56518,**,**
56518,**,**
,,
56519,140,"7,565"
56519,50,719
56519,20,768
56519,30,1886
56519,40,4192
56519,**,**
56519,**,**
,,
56520,"1,950","115,555"
56520,710,8764
56520,470,17184
56520,290,18220
56520,220,18888
56520,210,27435
56520,50,25064
,,
56521,340,"14,763"
56521,150,1871
56521,100,3892
56521,50,3194
56521,20,2013
56521,20,3793
56521,**,**
,,
56522,260,"16,419"
56522,80,818
56522,70,2694
56522,50,3518
56522,30,2413
56522,30,6976
56522,**,**
,,
56523,230,"13,493"
56523,70,885
56523,60,2517
56523,60,3924
56523,**,**
56523,40,6167
56523,**,**
,,
56524,350,"19,821"
56524,130,1610
56524,90,3254
56524,50,3211
56524,40,2939
56524,40,8807
56524,**,**
,,
56527,390,"15,983"
56527,160,2059
56527,110,3966
56527,70,4109
56527,30,2811
56527,20,3038
56527,**,**
,,
56528,750,"44,835"
56528,240,2986
56528,200,7542
56528,110,6807
56528,90,7454
56528,110,20046
56528,**,**
,,
56529,"2,190","116,614"
56529,770,9253
56529,560,20427
56529,290,18342
56529,260,22782
56529,280,36669
56529,30,9141
,,
56531,960,"58,853"
56531,320,3917
56531,250,9567
56531,150,9341
56531,100,8980
56531,110,15176
56531,30,11872
,,
56533,170,"8,548"
56533,60,865
56533,40,1405
56533,30,2164
56533,40,4114
56533,**,**
56533,**,**
,,
56534,570,"30,482"
56534,190,2352
56534,150,5439
56534,100,6278
56534,60,5424
56534,70,10989
56534,**,**
,,
56535,580,"33,465"
56535,200,2532
56535,140,5164
56535,90,5902
56535,60,4854
56535,90,15013
56535,**,**
,,
56536,230,"14,815"
56536,70,802
56536,60,2204
56536,60,4270
56536,**,**
56536,40,7539
56536,**,**
,,
56537,"9,030","522,076"
56537,3400,40871
56537,2110,77509
56537,1300,82423
56537,960,84487
56537,1000,131906
56537,260,104880
,,
56540,870,"57,495"
56540,300,3762
56540,210,7849
56540,140,9251
56540,100,8576
56540,100,14121
56540,20,13936
,,
56542,"1,250","65,648"
56542,490,5912
56542,310,11177
56542,170,10558
56542,120,10343
56542,130,16921
56542,30,10737
,,
56543,160,"9,569"
56543,50,568
56543,40,1403
56543,40,3239
56543,**,**
56543,30,4359
56543,**,**
,,
56544,"2,390","125,359"
56544,870,10552
56544,600,22491
56544,370,23154
56544,260,22791
56544,250,32076
56544,40,14295
,,
56545,340,"15,914"
56545,120,1570
56545,80,2939
56545,70,4253
56545,40,3525
56545,30,3627
56545,**,**
,,
56546,110,"7,740"
56546,20,339
56546,30,1064
56546,40,3254
56546,**,**
56546,20,3083
56546,**,**
,,
56547,"1,220","82,075"
56547,360,4318
56547,260,9597
56547,170,11034
56547,170,15244
56547,220,30041
56547,40,11841
,,
56548,320,"20,392"
56548,120,1521
56548,80,2992
56548,40,2522
56548,30,2791
56548,50,10566
56548,**,**
,,
56549,"2,360","162,588"
56549,780,9535
56549,450,16892
56549,340,21745
56549,310,27252
56549,400,52338
56549,80,34826
,,
56550,200,"9,096"
56550,70,1024
56550,50,1667
56550,40,2326
56550,40,4079
56550,**,**
56550,**,**
,,
56551,"1,020","44,490"
56551,430,5002
56551,270,9923
56551,140,8963
56551,100,9072
56551,80,11530
56551,**,**
,,
56552,220,"10,882"
56552,70,807
56552,50,2016
56552,40,2290
56552,30,2328
56552,30,3441
56552,0,0
,,
56553,140,"9,452"
56553,40,631
56553,40,1639
56553,40,2892
56553,**,**
56553,20,4290
56553,**,**
,,
56554,"1,290","95,951"
56554,380,4756
56554,300,11349
56554,210,12967
56554,150,13050
56554,200,27273
56554,50,26556
,,
56556,490,"25,670"
56556,170,2284
56556,140,5180
56556,90,5461
56556,40,3798
56556,50,8947
56556,**,**
,,
56557,"1,230","63,575"
56557,520,6593
56557,350,12500
56557,160,9774
56557,100,8581
56557,100,26127
56557,**,**
,,
56560,"18,950","1,060,836"
56560,6650,80331
56560,4760,174841
56560,2760,173432
56560,1980,174574
56560,2410,319944
56560,390,137714
,,
56566,200,"7,513"
56566,100,1293
56566,80,3288
56566,**,**
56566,20,2932
56566,**,**
56566,**,**
,,
56567,"1,590","75,802"
56567,600,7436
56567,450,16368
56567,270,16994
56567,140,12363
56567,130,22641
56567,**,**
,,
56569,560,"27,004"
56569,210,2922
56569,160,5808
56569,90,5692
56569,40,3452
56569,60,9130
56569,**,**
,,
56570,550,"26,305"
56570,200,2438
56570,160,5653
56570,90,5603
56570,40,3771
56570,60,8840
56570,**,**
,,
56571,930,"52,255"
56571,320,3890
56571,240,8990
56571,140,8819
56571,100,8802
56571,100,13577
56571,30,8177
,,
56572,"2,670","152,823"
56572,890,11078
56572,730,26382
56572,420,26295
56572,280,25104
56572,290,39399
56572,60,24565
,,
56573,"3,200","211,361"
56573,1120,13570
56573,840,31394
56573,490,31079
56573,310,27315
56573,330,44956
56573,110,63047
,,
56574,150,"8,368"
56574,50,625
56574,40,1466
56574,20,1436
56574,40,4841
56574,**,**
56574,**,**
,,
56575,260,"10,584"
56575,130,1765
56575,60,2027
56575,30,1775
56575,20,1848
56575,20,3169
56575,**,**
,,
56576,410,"21,506"
56576,130,1533
56576,110,4034
56576,70,4370
56576,40,3383
56576,60,8186
56576,**,**
,,
56578,420,"26,837"
56578,130,1592
56578,110,3883
56578,70,4149
56578,50,4751
56578,60,12462
56578,**,**
,,
56579,540,"29,922"
56579,170,2232
56579,140,5175
56579,90,5537
56579,60,5174
56579,80,11804
56579,**,**
,,
56580,560,"38,456"
56580,140,1767
56580,120,4392
56580,100,6223
56580,80,6708
56580,100,13164
56580,20,6202
,,
56581,120,"5,446"
56581,50,586
56581,30,1282
56581,20,1232
56581,20,2346
56581,**,**
56581,0,0
,,
56584,650,"30,443"
56584,230,3005
56584,190,7090
56584,100,6270
56584,70,5758
56584,60,8320
56584,**,**
,,
56585,470,"29,998"
56585,140,1824
56585,120,4405
56585,80,4627
56585,60,5242
56585,70,13900
56585,**,**
,,
56586,900,"55,551"
56586,290,3693
56586,220,8374
56586,140,8727
56586,130,11270
56586,100,13732
56586,20,9755
,,
56587,760,"43,245"
56587,260,3382
56587,200,7498
56587,110,7039
56587,90,7742
56587,100,17584
56587,**,**
,,
56588,230,"11,560"
56588,90,1138
56588,60,2289
56588,40,2523
56588,20,2097
56588,20,3513
56588,**,**
,,
56589,770,"34,602"
56589,310,4240
56589,200,7285
56589,130,8106
56589,70,6126
56589,60,8845
56589,**,**
,,
56590,190,"13,282"
56590,60,714
56590,50,1897
56590,40,2838
56590,**,**
56590,40,7833
56590,**,**
,,
56592,210,"9,128"
56592,90,1217
56592,70,2558
56592,20,1492
56592,30,3861
56592,**,**
56592,**,**
,,
56594,210,"13,799"
56594,60,686
56594,60,2255
56594,30,1685
56594,20,2064
56594,40,7109
56594,**,**
,,
56601,"14,360","798,090"
56601,5580,68079
56601,3280,120088
56601,2060,128739
56601,1430,126236
56601,1650,217353
56601,360,137595
,,
56621,"2,020","95,416"
56621,810,10120
56621,510,18857
56621,330,20562
56621,180,15888
56621,190,29989
56621,**,**
,,
56623,"1,400","73,857"
56623,530,6641
56623,390,14459
56623,200,12812
56623,140,12057
56623,110,15055
56623,30,12833
,,
56626,150,"4,988"
56626,80,957
56626,40,1376
56626,30,2655
56626,**,**
56626,**,**
56626,**,**
,,
56627,130,"5,372"
56627,60,681
56627,30,1051
56627,40,3640
56627,**,**
56627,**,**
56627,0,0
,,
56628,690,"36,591"
56628,250,3245
56628,160,5921
56628,120,7203
56628,70,6090
56628,90,14132
56628,**,**
,,
56630,"1,090","45,556"
56630,450,6053
56630,320,11352
56630,160,10342
56630,80,7079
56630,80,10730
56630,**,**
,,
56633,"1,950","71,659"
56633,950,12111
56633,590,20897
56633,200,12317
56633,100,8627
56633,110,17707
56633,**,**
,,
56634,690,"40,096"
56634,230,2711
56634,170,6455
56634,120,7844
56634,80,6896
56634,90,16190
56634,**,**
,,
56636,"2,190","101,347"
56636,850,11257
56636,560,20240
56636,350,21960
56636,220,19081
56636,210,28809
56636,**,**
,,
56637,100,"4,098"
56637,40,539
56637,40,1587
56637,**,**
56637,20,1972
56637,**,**
56637,**,**
,,
56639,190,"9,093"
56639,60,728
56639,60,2087
56639,30,1738
56639,40,4540
56639,**,**
56639,**,**
,,
56641,130,"5,290"
56641,50,624
56641,40,1535
56641,40,3131
56641,**,**
56641,**,**
56641,**,**
,,
56644,370,"21,626"
56644,120,1487
56644,100,3646
56644,70,4087
56644,40,3568
56644,40,8838
56644,**,**
,,
56646,150,"7,865"
56646,60,728
56646,40,1541
56646,30,2495
56646,**,**
56646,20,3101
56646,**,**
,,
56647,300,"14,403"
56647,120,1547
56647,70,2464
56647,50,3427
56647,30,2939
56647,30,4026
56647,**,**
,,
56649,"4,490","231,202"
56649,1860,22081
56649,910,33335
56649,670,41834
56649,510,44848
56649,480,62233
56649,60,26871
,,
56650,310,"12,561"
56650,140,1891
56650,70,2579
56650,50,3079
56650,30,2339
56650,20,2673
56650,**,**
,,
56651,240,"9,725"
56651,100,1104
56651,70,2572
56651,30,2059
56651,40,3990
56651,**,**
56651,0,0
,,
56652,240,"12,584"
56652,80,914
56652,50,1875
56652,40,2352
56652,40,3113
56652,30,4330
56652,**,**
,,
56653,590,"29,953"
56653,200,2372
56653,140,4983
56653,110,6970
56653,80,6938
56653,60,8690
56653,**,**
,,
56655,700,"36,776"
56655,270,3150
56655,160,5913
56655,110,6843
56655,70,5721
56655,90,15149
56655,**,**
,,
56657,170,"10,060"
56657,50,543
56657,40,1474
56657,50,3884
56657,**,**
56657,30,4159
56657,**,**
,,
56660,100,"4,053"
56660,40,486
56660,30,1177
56660,30,2390
56660,**,**
56660,**,**
56660,**,**
,,
56661,390,"17,442"
56661,160,2189
56661,100,3727
56661,60,3927
56661,30,2463
56661,40,5136
56661,**,**
,,
56662,260,"12,352"
56662,90,1140
56662,60,2246
56662,50,2976
56662,30,2727
56662,30,3263
56662,**,**
,,
56667,300,"15,204"
56667,100,1405
56667,70,2728
56667,60,3776
56667,30,2526
56667,40,4769
56667,**,**
,,
56669,150,"7,571"
56669,50,605
56669,40,1497
56669,30,2159
56669,30,3310
56669,**,**
56669,**,**
,,
56672,850,"42,170"
56672,340,4409
56672,210,7823
56672,140,8707
56672,90,7670
56672,70,13561
56672,**,**
,,
56673,310,"14,248"
56673,90,1172
56673,110,4106
56673,60,3705
56673,50,5265
56673,**,**
56673,**,**
,,
56676,760,"40,494"
56676,270,3509
56676,200,7723
56676,120,7764
56676,80,7069
56676,90,14429
56676,**,**
,,
56678,580,"29,497"
56678,210,2668
56678,160,5660
56678,80,4994
56678,70,5685
56678,60,10490
56678,**,**
,,
56681,130,"4,790"
56681,60,853
56681,30,988
56681,40,2949
56681,**,**
56681,**,**
56681,0,0
,,
56683,320,"17,911"
56683,110,1463
56683,70,2583
56683,60,3895
56683,40,3863
56683,40,6107
56683,**,**
,,
56684,180,"8,616"
56684,60,773
56684,50,1916
56684,40,2520
56684,30,3407
56684,**,**
56684,**,**
,,
56686,430,"19,205"
56686,160,1945
56686,130,4618
56686,70,4361
56686,40,3739
56686,30,4542
56686,**,**
,,
56701,"6,500","355,120"
56701,2090,25647
56701,1940,70594
56701,980,61440
56701,740,64424
56701,640,83504
56701,110,49511
,,
56710,230,"12,978"
56710,70,886
56710,70,2832
56710,30,1893
56710,30,2822
56710,30,4545
56710,**,**
,,
56713,460,"32,388"
56713,160,1972
56713,100,4019
56713,70,4872
56713,50,4771
56713,60,9438
56713,20,7316
,,
56714,610,"27,641"
56714,210,2432
56714,200,7636
56714,100,6024
56714,50,4416
56714,50,7133
56714,**,**
,,
56715,170,"10,307"
56715,50,623
56715,50,2023
56715,30,1991
56715,40,5670
56715,**,**
56715,**,**
,,
56716,"4,160","215,654"
56716,1540,18724
56716,1110,41139
56716,600,37631
56716,450,40266
56716,380,50997
56716,80,26897
,,
56721,"5,030","300,242"
56721,1690,20810
56721,1140,42715
56721,740,46600
56721,590,52557
56721,750,99721
56721,120,37839
,,
56722,190,"10,241"
56722,50,595
56722,50,1792
56722,40,2202
56722,30,2310
56722,20,3342
56722,**,**
,,
56723,470,"34,822"
56723,120,1579
56723,100,3847
56723,80,5118
56723,70,5895
56723,100,18383
56723,**,**
,,
56725,400,"18,979"
56725,140,1899
56725,120,4339
56725,60,4115
56725,50,4599
56725,30,4027
56725,**,**
,,
56726,780,"36,158"
56726,280,3302
56726,230,8626
56726,110,6717
56726,90,7800
56726,70,9713
56726,**,**
,,
56727,360,"16,865"
56727,120,1555
56727,110,4111
56727,70,4114
56727,30,3179
56727,30,3906
56727,**,**
,,
56728,640,"46,411"
56728,180,2304
56728,140,5365
56728,110,7232
56728,80,6974
56728,110,15818
56728,20,8718
,,
56732,530,"24,978"
56732,200,2400
56732,160,5989
56732,70,4428
56732,50,3804
56732,50,8357
56732,**,**
,,
56733,230,"14,769"
56733,70,912
56733,50,1764
56733,40,2506
56733,30,2406
56733,40,7181
56733,**,**
,,
56734,210,"8,769"
56734,70,736
56734,70,2375
56734,40,2344
56734,30,3314
56734,**,**
56734,**,**
,,
56735,340,"18,024"
56735,110,1446
56735,100,3913
56735,60,3997
56735,40,3961
56735,30,4707
56735,0,0
,,
56736,440,"28,695"
56736,130,1492
56736,120,4524
56736,60,3739
56736,60,5191
56736,70,13749
56736,**,**
,,
56737,390,"18,102"
56737,130,1789
56737,120,4530
56737,70,4492
56737,40,3673
56737,30,3618
56737,**,**
,,
56738,660,"34,509"
56738,190,2355
56738,190,6913
56738,110,6796
56738,100,8470
56738,70,9975
56738,**,**
,,
56742,360,"16,850"
56742,120,1669
56742,120,4102
56742,60,3662
56742,30,3115
56742,30,4302
56742,**,**
,,
56744,260,"18,161"
56744,70,774
56744,70,2742
56744,40,2119
56744,40,3322
56744,40,9204
56744,**,**
,,
56748,280,"13,653"
56748,80,878
56748,90,3383
56748,40,2449
56748,40,3580
56748,30,3363
56748,**,**
,,
56750,"1,190","63,509"
56750,400,5085
56750,290,10873
56750,190,11926
56750,150,13280
56750,160,22345
56750,**,**
,,
56751,"2,950","182,110"
56751,930,11007
56751,830,31009
56751,440,27929
56751,320,28089
56751,350,46550
56751,80,37526
,,
56754,240,"13,030"
56754,70,841
56754,70,2828
56754,40,2617
56754,30,2431
56754,30,4313
56754,**,**
,,
56756,360,"16,033"
56756,130,1547
56756,110,4191
56756,60,3385
56756,40,3445
56756,20,3465
56756,**,**
,,
56757,450,"27,127"
56757,130,1683
56757,120,4503
56757,70,4604
56757,60,5493
56757,70,10844
56757,**,**
,,
56758,180,"8,545"
56758,60,901
56758,60,1963
56758,30,2174
56758,30,3507
56758,**,**
56758,**,**
,,
56759,170,"6,612"
56759,70,837
56759,50,1747
56759,20,1343
56759,30,2685
56759,**,**
56759,0,0
,,
56760,180,"8,446"
56760,60,698
56760,40,1281
56760,40,2525
56760,40,3942
56760,**,**
56760,**,**
,,
56761,220,"10,216"
56761,70,873
56761,80,3012
56761,30,2143
56761,40,4188
56761,**,**
56761,**,**
,,
56762,"1,230","81,477"
56762,380,4519
56762,320,12141
56762,200,12774
56762,140,13082
56762,150,20703
56762,40,18258
,,
56763,"2,480","205,716"
56763,770,9348
56763,780,28553
56763,410,26126
56763,260,22613
56763,170,20810
56763,90,98266
,,
99999,"14,370","1,148,714"
99999,5610,69268
99999,3840,140953
99999,2080,128568
99999,1230,107081
99999,1170,154260
99999,440,548584
